pointID,SITE  NAME,EIS Facility ID,STATE,State-County,Pollutant,Pollutant Type,Emissions (Tons),Facility Type,Street Address,NAICS,EPA Region,FIPS,Latitude,Longitude
400,BN National Trail Biodiesel LLC,10816011,Illinois,IL - Jasper,Lead Compounds,CAP/HAP,0,Unspecified,8810 Commercial Ave,All Other Miscellaneous Chemical Product and Preparation Manufacturing,5,17079,38.977431,-88.152972
401,Illinois Power Generating Co,2587011,Illinois,IL - Jasper,Lead Compounds,CAP/HAP,0.0287,Electricity Generation via Combustion,6725 N 500th St,Fossil Fuel Electric Power Generation,5,17079,38.937195,-88.276242
402,JASPER COUNTY FLYING CLUB,11257211,Illinois,IL - Jasper,Lead Compounds,CAP/HAP,0.00091,Airport,Unknown,Airport Operations,5,17079,38.930453,-88.155909
403,Big Muddy River Correctional Center,2587711,Illinois,IL - Jefferson,Lead Compounds,CAP/HAP,0.00002,"Institutional (school, hospital, prison, etc.)",Rte 37,Correctional Institutions,5,17081,38.130187,-88.905234
404,Continental Tire North America,2682311,Illinois,IL - Jefferson,Lead Compounds,CAP/HAP,0.007,Tire Manuf (not retread),11525 N Rte 142,Tire Manufacturing (except Retreading),5,17081,38.29007,-88.890371
405,Mt  Vernon Airport,2682911,Illinois,IL - Jefferson,Lead Compounds,CAP/HAP,0.03945,Airport,100 Aviation Dr,Other Airport Operations,5,17081,38.322757,-88.859224
406,Rend Lake College,2682811,Illinois,IL - Jefferson,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",468 N Ken Gray Pkwy,"Colleges, Universities, and Professional Schools",5,17081,38.130952,-88.919096
407,Brewster Cheese Co,2442211,Illinois,IL - Jo Daviess,Lead Compounds,CAP/HAP,0.00014,Food Products Processing Plant,300 W Railroad Ave,Cheese Manufacturing,5,17085,42.348158,-90.011275
408,East Dubuque Nitrogen Fertilizers LLC,2444211,Illinois,IL - Jo Daviess,Lead Compounds,CAP/HAP,0.00016,Fertilizer Plant,16675 Rte 20W,Nitrogenous Fertilizer Manufacturing,5,17085,42.44271,-90.557544
409,Foster Field Airport,11635211,Illinois,IL - Jo Daviess,Lead Compounds,CAP/HAP,0.00452,Airport,6144 N Lake Rd #1,Airport Operations,5,17085,42.466444,-90.169389
410,Lemfco Inc,2441411,Illinois,IL - Jo Daviess,Lead Compounds,CAP/HAP,0.096,"Foundries, Iron and Steel",100 S Commerce St,Iron Foundries,5,17085,42.415288,-90.427928
411,STOCKTON,11346211,Illinois,IL - Jo Daviess,Lead Compounds,CAP/HAP,0.00026,Airport,20035 1700 Street E,Airport Operations,5,17085,42.323903,-89.992902
412,Goreville Concrete Inc,2513111,Illinois,IL - Johnson,Lead Compounds,CAP/HAP,0,Concrete Batch Plant,Pyramid and Hubbard,Ready-Mix Concrete Manufacturing,5,17087,37.557842,-88.971284
413,Vienna/Shawnee Correctional Center,2513711,Illinois,IL - Johnson,Lead Compounds,CAP/HAP,0.00044,"Institutional (school, hospital, prison, etc.)",6695 Rte 146,Correctional Institutions,5,17087,37.404839,-88.769619
414,Aurora Municipal Airport,5381811,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.16154,Airport,Veteran'S Memorial Pkwy,Other Airport Operations,5,17089,41.770251,-88.477601
415,Aurora Packing Co Inc,2603911,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00002,Unspecified,125 S Grant St,Animal (except Poultry) Slaughtering,5,17089,41.800274,-88.320207
416,Builders Asphalt LLC,10840611,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00015,Hot Mix Asphalt Plant,45W 295 Main St,Asphalt Paving Mixture and Block Manufacturing,5,17089,41.837744,-88.494555
417,Carl Buddig & Co,10839811,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00004,Unspecified,2125 Rochester Dr,Meat Processed from Carcasses,5,17089,41.741304,-88.369196
418,Clarios LLC,2601311,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.03048,Battery Plant,300 S Glengarry Dr,Battery Manufacturing,5,17089,41.883738,-88.284874
419,Covestro Desotech Inc,7333211,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00001,Unspecified,1122 St Charles St,Paint and Coating Manufacturing,5,17089,42.012277,-88.270977
420,Delnor Community Hospital,2601611,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00003,"Institutional (school, hospital, prison, etc.)",300 Randall Rd,General Medical and Surgical Hospitals,5,17089,41.887265,-88.34473
421,Elgin Community College,1787211,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00004,"Institutional (school, hospital, prison, etc.)",1700 Spartan Dr,"Colleges, Universities, and Professional Schools",5,17089,42.017757,-88.322554
422,Illinois Tool Works,5410811,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00001,Unspecified,1201 St Charles Rd,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",5,17089,42.010122,-88.266867
423,Illinois Youth Center,5387911,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00002,"Institutional (school, hospital, prison, etc.)",3825 Campton Hills Rd,Correctional Institutions,5,17089,41.906938,-88.374577
424,International Paper Co,2603011,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00003,Unspecified,1001 Knell St,Corrugated and Solid Fiber Box Manufacturing,5,17089,41.732322,-88.350631
425,Omron Automotive Electronics Inc,7332811,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00039,Unspecified,3709 Ohio Ave,Printed Circuit Assembly (Electronic Assembly) Manufacturing,5,17089,41.91255,-88.269862
426,Polynt Composites USA Inc,8209511,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00002,"Plastic, Resin, Rubber or Syn Fiber Manuf Plant",99 E Cottage Ave,Plastics Material and Resin Manufacturing,5,17089,42.117976,-88.288061
427,Power Packaging an Excel Co,2601911,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00002,Unspecified,2089 Pillsbury Dr,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",5,17089,41.892699,-88.267611
428,Radco Industries,5410511,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00001,Chemical Plant,39W930 Midan Dr,All Other Miscellaneous Chemical Product and Preparation Manufacturing,5,17089,41.884128,-88.393277
429,Revcor,1912011,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00001,Unspecified,251 Edward Ave,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,5,17089,42.10613,-88.283264
430,Rocky Road Power LLC,1786811,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00088,Electricity Generation via Combustion,1221 Power Dr,Fossil Fuel Electric Power Generation,5,17089,42.093601,-88.239179
431,SKF Sealing Solutions,1787111,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00001,Unspecified,900 N State St,"Gasket, Packing, and Sealing Device Manufacturing",5,17089,42.055785,-88.298911
432,Smithfield Packaged Meats Corp,4732311,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00007,Unspecified,410 Kirk Rd,Animal (except Poultry) Slaughtering,5,17089,41.916448,-88.274475
433,State of Il Math and Science Academy,1786011,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00003,"Institutional (school, hospital, prison, etc.)",1500 W Sullivan,Elementary and Secondary Schools,5,17089,41.786733,-88.354719
434,VVF Illinois Services LLC,7333011,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0.00002,Unspecified,2000 Aucutt Rd,Soap and Other Detergent Manufacturing,5,17089,41.732097,-88.366009
435,WestRock Converting Co,4734911,Illinois,IL - Kane,Lead Compounds,CAP/HAP,0,Pulp and Paper Plant,705 N Farnsworth,Paperboard Mills,5,17089,41.770059,-88.281271
436,Armstrong Flooring Inc,4523711,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.00036,Unspecified,1401 N Hobbie Ave,All Other Plastics Product Manufacturing,5,17091,41.137198,-87.852622
437,CSL Behring LLC,7791911,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.00016,Unspecified,Rte 50 & Armour Rd,Biological Product (except Diagnostic) Manufacturing,5,17091,41.160686,-87.854769
438,EMD Millipore Corp,5398011,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.00003,Unspecified,195 W Birch St,Analytical Laboratory Instrument Manufacturing,5,17091,41.127705,-87.865501
439,Gallagher Materials Corp,9695911,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.00006,Hot Mix Asphalt Plant,4500 Belson Rd,Asphalt Paving Mixture and Block Manufacturing,5,17091,41.186496,-87.855765
440,Greater Kankakee Airport,5429111,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.10447,Airport,813a E 4000 S Rd,Other Airport Operations,5,17091,41.074604,-87.845688
441,IKO Midwest Inc,10841911,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.00005,Hot Mix Asphalt Plant,235 W South Tec Dr,Asphalt Shingle and Coating Materials Manufacturing,5,17091,41.088334,-87.874372
442,Kankakee Airport,5428911,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.02938,Airport,1520 State Route 115,Other Airport Operations,5,17091,41.0964,-87.9095
443,Kensing LLC,7792011,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.00024,Pharmaceutical Manufacturing,2525 S Kensington Ave,Plastics Material and Resin Manufacturing,5,17091,41.085542,-87.880542
444,Momence Packing Co,4522211,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.00002,Food Products Processing Plant,334 W North St,Rendering and Meat Byproduct Processing,5,17091,41.171143,-87.666637
445,Natural Gas Pipeline Co of America,5428511,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.00002,Compressor Station,5611 S 12000 West Rd,Pipeline Transportation of Natural Gas,5,17091,41.033504,-88.089958
446,Nucor Steel Kankakee Inc,5429011,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.13301,Steel Mill,1 Nucor Way,Iron and Steel Mills and Ferroalloy Manufacturing,5,17091,41.181332,-87.856643
447,Rohm & Haas Chemical LLC,8222111,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.00004,"Plastic, Resin, Rubber or Syn Fiber Manuf Plant",1400 Harvard Dr,Plastics Material and Resin Manufacturing,5,17091,41.137132,-87.842238
448,Shapiro Developmental Center,5397911,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.00006,"Institutional (school, hospital, prison, etc.)",100 E Jeffery St,General Medical and Surgical Hospitals,5,17091,41.102098,-87.867953
449,Sherwin Williams Mfg Co The,8222011,Illinois,IL - Kankakee,Lead Compounds,CAP/HAP,0.00001,Unspecified,901 N Greenwood Ave,Paint and Coating Manufacturing,5,17091,41.130319,-87.856402
450,Aurora Specialty Textiles Group Inc,16893811,Illinois,IL - Kendall,Lead Compounds,CAP/HAP,0.00002,Unspecified,2705 N Bridge St,Textile and Fabric Finishing Mills,5,17093,41.677554,-88.446136
451,Fox Metro Water Reclamation District,5429511,Illinois,IL - Kendall,Lead Compounds,CAP/HAP,0.00001,Wastewater Treatment Facility,682 Rte 31,Sewage Treatment Facilities,5,17093,41.715639,-88.352871
452,Grid at Rte 31 The,8222311,Illinois,IL - Kendall,Lead Compounds,CAP/HAP,0.00009,Unspecified,Rte 31,Construction Machinery Manufacturing,5,17093,41.712829,-88.364272
453,Wrigley Mfg LLC,4597511,Illinois,IL - Kendall,Lead Compounds,CAP/HAP,0.00002,Unspecified,2800 N Route 47,Confectionery Manufacturing from Purchased Chocolate,5,17093,41.680248,-88.442465
454,Galesburg Municipal Airport,4616911,Illinois,IL - Knox,Lead Compounds,CAP/HAP,0.02626,Airport,Rr 2 Box 117,Other Airport Operations,5,17095,40.938269,-90.431275
455,Henry C Hill Correctional Center,4614411,Illinois,IL - Knox,Lead Compounds,CAP/HAP,0.00003,"Institutional (school, hospital, prison, etc.)",600 S Linwood Rd,Correctional Institutions,5,17095,40.939835,-90.403998
456,Knox College,4598911,Illinois,IL - Knox,Lead Compounds,CAP/HAP,0.00004,"Institutional (school, hospital, prison, etc.)",E Berrien St and Prairie,"Colleges, Universities, and Professional Schools",5,17095,40.942987,-90.368839
457,Koppers Inc,4616211,Illinois,IL - Knox,Lead Compounds,CAP/HAP,0.00002,Lumber/Sawmill,Rte 41 S,Wood Preservation,5,17095,40.898027,-90.39074
458,St Marys Medical Hospital,4599511,Illinois,IL - Knox,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",3333 N Seminary St,General Medical and Surgical Hospitals,5,17095,40.986594,-90.360303
459,TRI-COUNTY,11982411,Illinois,IL - Knox,Lead Compounds,CAP/HAP,0.0226,Airport,Unknown,Airport Operations,5,17095,40.774477,-90.074224
460,WestRock CP LLC,4616111,Illinois,IL - Knox,Lead Compounds,CAP/HAP,0,Unspecified,775 S Linwood Rd,Corrugated and Solid Fiber Box Manufacturing,5,17095,40.938566,-90.401277
461,ADM Fasco Mendota Rail,9683111,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00001,Unspecified,581 N 43rd Rd,Grain and Field Bean Merchant Wholesalers,5,17099,41.559304,-89.055108
462,Carus LLC,4698811,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00006,Chemical Plant,1500 8th St,Other Basic Inorganic Chemical Manufacturing,5,17099,41.336759,-89.086261
463,Cushing Field,5029411,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.02712,Airport,State Route 71,Other Airport Operations,5,17099,41.519299,-88.605041
464,Del Monte Foods Plant #112,4497411,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00001,Unspecified,347 N 43rd Rd,Fruit and Vegetable Canning,5,17099,41.556801,-89.09896
465,Epsilyte LLC,5431611,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00002,"Plastic, Resin, Rubber or Syn Fiber Manuf Plant",501 Brunner St,Plastics Material and Resin Manufacturing,5,17099,41.325305,-89.112709
466,Glen-Gery Corp,8208711,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00384,"Brick, Structural Clay, or Clay Ceramics Plant",1401 Broadway St,Clay Building Material and Refractories Manufacturing,5,17099,41.321663,-88.685673
467,Golden Boy Nut Corp,4460711,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00001,Unspecified,118 Iowa Ave,All Other Miscellaneous Food Manufacturing,5,17099,41.123186,-88.822554
468,Grandpa's Farm Airport,5029311,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.01356,Airport,N 41st Rd,Other Airport Operations,5,17099,41.521977,-89.132584
469,Illinois Cement Co,8208511,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.03685,Portland Cement Manufacturing,1601 Rockwell Rd,Cement Manufacturing,5,17099,41.329483,-89.081612
470,Illinois Valley Community Hospital,5432011,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00002,"Institutional (school, hospital, prison, etc.)",925 West St,General Medical and Surgical Hospitals,5,17099,41.328942,-89.124365
471,Illinois Valley Regional Airport,5029911,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.04659,Airport,Ed Urban Dr,Other Airport Operations,5,17099,41.347505,-89.153052
472,James Hardie Building Products Inc,5447811,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00021,Unspecified,17 Unityte Dr,Other Concrete Product Manufacturing,5,17099,41.372514,-89.138584
473,Kingspan Insulation,5430711,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00001,Unspecified,1101 Lori Ln,Polystyrene Foam Product Manufacturing,5,17099,41.552053,-89.102303
474,Mahoney Environmental Solutions LLC dba Mendota AgriProducts,4636811,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00004,Food Products Processing Plant,448 N 3973 Rd,Rendering and Meat Byproduct Processing,5,17099,41.516534,-89.079283
475,MBL (USA) Corp,7337211,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00002,"Plastic, Resin, Rubber or Syn Fiber Manuf Plant",601 Dayton Rd,Rubber and Plastics Hoses and Belting Manufacturing,5,17099,41.381446,-88.828575
476,Metokote Corp,5447611,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0,Unspecified,5750 St Rt 251,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",5,17099,41.375638,-89.127401
477,Owens-Brockway Glass Container Inc,7793211,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.1752,Glass Plant,901 N Shabbona St,Glass Container Manufacturing,5,17099,41.1314,-88.8252
478,PCS Phosphate Co Inc,7939611,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00005,Unspecified,2660 E US Rt 6,Other Animal Food Manufacturing,5,17099,41.316011,-88.655825
479,Pilkington North America Inc,4635211,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.03197,Glass Plant,300 20th Ave,Flat Glass Manufacturing,5,17099,41.329533,-88.875586
480,PQ LLC,5015111,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00002,Unspecified,340 E Grove St,Other Basic Inorganic Chemical Manufacturing,5,17099,41.341774,-89.003281
481,REG Seneca LLC,10822611,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00029,Ethanol Biorefineries/Soy Biodiesel,614 Shipyard Rd,All Other Basic Organic Chemical Manufacturing,5,17099,41.306698,-88.590197
482,ROTHROCK,11998311,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.01356,Airport,Unknown,Airport Operations,5,17099,41.126251,-88.801667
483,SABIC Innovative Plastics US LLC,7339111,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.0025,"Plastic, Resin, Rubber or Syn Fiber Manuf Plant",2148 N 2753rd Rd,Plastics Material and Resin Manufacturing,5,17099,41.334533,-88.755775
484,Sheridan Center-Dept of Corrections,7954311,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00004,"Institutional (school, hospital, prison, etc.)",4017 E 2603 Rd,Correctional Institutions,5,17099,41.517269,-88.685148
485,Sky Dive Chicago Airport,5029611,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.0226,Airport,3215 E 1969th Rd,Other Airport Operations,5,17099,41.399778,-88.793917
486,Western Sand & Gravel Co LLC,4635611,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0,Unspecified,4220 MBL Dr,Construction Sand and Gravel Mining,5,17099,41.385984,-88.828951
487,WH Maze Co,5431711,Illinois,IL - La Salle,Lead Compounds,CAP/HAP,0.00001,Fabricated Metal Products Plant,100 Church St,Steel Wire Drawing,5,17099,41.3208,-89.1397
488,AbbVie Inc,8140211,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00019,Pharmaceutical Manufacturing,1401 Sheridan Rd,Pharmaceutical Preparation Manufacturing,5,17097,42.334501,-87.836115
489,C & F Packing Inc,4775311,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00003,Food Products Processing Plant,515 Park Ave,Meat Processed from Carcasses,5,17097,42.410141,-88.069847
490,Campbell's Airport,5564311,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.06779,Airport,W Tonwline Rd,Other Airport Operations,5,17097,42.324036,-88.076547
491,Continental Automotive Systems Inc,4996611,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0,Unspecified,21440 W Lake Cook Rd,Engineering Services,5,17097,42.15671,-88.050497
492,Des Plaines River WRF-LCPWD,17737611,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0,Unspecified,800 Krause Dr,Sewage Treatment Facilities,5,17097,42.165783,-87.936102
493,Gillette Co,5463311,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00002,Unspecified,3500 W 16th St,Toilet Preparation Manufacturing,5,17097,42.331905,-87.878911
494,Gold Bond Building Products LLC,8138511,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.0001,Unspecified,515 Seashore Dr,Gypsum Product Manufacturing,5,17097,42.366541,-87.823281
495,Good Shepherd Hospital,4774111,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0,"Institutional (school, hospital, prison, etc.)",450 W Hwy 22,General Medical and Surgical Hospitals,5,17097,42.195704,-88.17308
496,Grayslake Animal Hospital,5527511,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00023,Crematory - Animal,1490 E Belvidere Rd,Veterinary Services,5,17097,42.33918,-88.011345
497,Hospira Inc,9690211,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00002,Pharmaceutical Manufacturing,375 N Field Dr,Pharmaceutical Preparation Manufacturing,5,17097,42.244623,-87.895956
498,Midwest Printed Circuit Services Inc,5464411,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00117,Unspecified,1741 Circuit Dr,Bare Printed Circuit Board Manufacturing,5,17097,42.380031,-88.0855
499,Naval Station Great Lakes,7792511,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00019,Military Base,310 Seabee Way,National Security,5,17097,42.315498,-87.838127
500,North Shore Gas Co,4776611,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0,Unspecified,2101 W Peterson Rd,Pipeline Transportation of Natural Gas,5,17097,42.305493,-88.006424
501,North Shore Water Reclamation Dist,10820911,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00002,Wastewater Treatment Facility,4701 9th St,Sewage Treatment Facilities,5,17097,42.475472,-87.887672
502,Plexus Mfg Solutions - Chicago,8208311,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00166,Unspecified,2400 Millbrook Dr,Printed Circuit Assembly (Electronic Assembly) Manufacturing,5,17097,42.192605,-87.944405
503,PQ LLC,5012511,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00002,Unspecified,1945 N Delany Rd,Other Basic Inorganic Chemical Manufacturing,5,17097,42.387031,-87.900995
504,Roquette America Inc,5011911,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00012,Chemical Plant,1550 Norhtwestern Ave,All Other Miscellaneous Chemical Product and Preparation Manufacturing,5,17097,42.380822,-87.896674
505,USG Corp Research Center,4776711,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0,Unspecified,700 N US Hwy 45,Gypsum Product Manufacturing,5,17097,42.292513,-88.000877
506,Vantage Specialties Inc,5011811,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00009,Unspecified,3938 Porett Dr,Surface Active Agent Manufacturing,5,17097,42.383812,-87.899574
507,Waukegan Electric Generating Station,7792311,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.01936,Electricity Generation via Combustion,401 E Greenwood Ave,Fossil Fuel Electric Power Generation,5,17097,42.383092,-87.814271
508,Waukegan Regional Airport,4698211,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.09772,Airport,3580 N Mcaree Rd,Other Airport Operations,5,17097,42.421506,-87.867004
509,WW Grainger Inc,16791011,Illinois,IL - Lake,Lead Compounds,CAP/HAP,0.00001,Unspecified,100 Grainger Pkwy,Industrial Supplies Merchant Wholesalers,5,17097,42.233809,-87.908973
510,Lawrence County Correctional Center,5034311,Illinois,IL - Lawrence,Lead Compounds,CAP/HAP,0.00002,"Institutional (school, hospital, prison, etc.)",US Hwy 50,Correctional Institutions,5,17101,38.728388,-87.906033
511,Lawrenceville-Vincennes Airport,5035511,Illinois,IL - Lawrence,Lead Compounds,CAP/HAP,0.07142,Airport,Rr 4 Box 195,Other Airport Operations,5,17101,38.767737,-87.601106
512,Mt  Carmel Airport,5035011,Illinois,IL - Lawrence,Lead Compounds,CAP/HAP,0.02298,Airport,Rr 1 Box 54,Other Airport Operations,5,17101,38.605538,-87.725994
513,Bay Valley Foods LLC,5037711,Illinois,IL - Lee,Lead Compounds,CAP/HAP,0.00002,Unspecified,820 Palmyra St,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",5,17103,41.847029,-89.497586
514,Bresson Airport,5483711,Illinois,IL - Lee,Lead Compounds,CAP/HAP,0.0113,Airport,2764 Highway 30,Other Airport Operations,5,17103,41.76321,-89.101579
515,C R  Walgreen Airport,5483611,Illinois,IL - Lee,Lead Compounds,CAP/HAP,0.09039,Airport,1650 Franklin Grove Rd,Other Airport Operations,5,17103,41.833869,-89.443986
516,Conmat Inc,5482411,Illinois,IL - Lee,Lead Compounds,CAP/HAP,0.00001,Hot Mix Asphalt Plant,216 Palmyra Rd,Asphalt Paving Mixture and Block Manufacturing,5,17103,41.854865,-89.587828
517,Dixon Correctional Center,5036411,Illinois,IL - Lee,Lead Compounds,CAP/HAP,0.00008,"Institutional (school, hospital, prison, etc.)",2600 N Brinton Ave,Correctional Institutions,5,17103,41.873652,-89.478705
518,Donaldson Co Inc,7847811,Illinois,IL - Lee,Lead Compounds,CAP/HAP,0,Unspecified,815 Progress Dr,Other Motor Vehicle Parts Manufacturing,5,17103,41.811348,-89.474063
519,Invenergy Nelson LLC,10824211,Illinois,IL - Lee,Lead Compounds,CAP/HAP,0,Electricity Generation via Combustion,1311 Nelson Rd,Fossil Fuel Electric Power Generation,5,17103,41.77466,-89.606565
520,Raynor Garage Doors,7793011,Illinois,IL - Lee,Lead Compounds,CAP/HAP,0.00002,Fabricated Metal Products Plant,1101 E River Rd,Metal Window and Door Manufacturing,5,17103,41.848582,-89.461303
521,Sauk Valley Community College,8139011,Illinois,IL - Lee,Lead Compounds,CAP/HAP,0.00001,"Institutional (school, hospital, prison, etc.)",173 Il Rt 2,"Colleges, Universities, and Professional Schools",5,17103,41.81752,-89.597783
522,Sensient Flavors Inc,5035911,Illinois,IL - Lee,Lead Compounds,CAP/HAP,0.00002,Food Products Processing Plant,25 E Main St,Coffee and Tea Manufacturing,5,17103,41.712407,-89.331852
523,FICKLIN-AIRTECH,11067311,Illinois,IL - Livingston,Lead Compounds,CAP/HAP,0.01115,Airport,Unknown,Airport Operations,5,17105,40.766673,-88.505395
524,HJ Eppel & Co Inc,5394411,Illinois,IL - Livingston,Lead Compounds,CAP/HAP,0,Hot Mix Asphalt Plant,12758 E 1200 N Rd,Asphalt Paving Mixture and Block Manufacturing,5,17105,40.799586,-88.68633
525,Kankakee Valley Const Co Inc,4813411,Illinois,IL - Livingston,Lead Compounds,CAP/HAP,0.0001,Hot Mix Asphalt Plant,12115 N 1600 E Rd,Asphalt Paving Mixture and Block Manufacturing,5,17105,40.801758,-88.623898
526,Livingston Stone Corp,5405711,Illinois,IL - Livingston,Lead Compounds,CAP/HAP,0,Unspecified,11828 N 1600 E Rd,Crushed and Broken Limestone Mining and Quarrying,5,17105,40.797884,-88.621861
527,LSC Communications Inc,8139411,Illinois,IL - Livingston,Lead Compounds,CAP/HAP,0.00001,Printing/Publishing Facility,801 N Union St,Commercial Printing (except Screen and Books),5,17105,41.106272,-88.41656
528,LSC Communications Pontiac,5485811,Illinois,IL - Livingston,Lead Compounds,CAP/HAP,0.00003,Printing/Publishing Facility,1600 N Main St,Commercial Printing (except Screen and Books),5,17105,40.892513,-88.627062
529,Pontiac Airport,5483811,Illinois,IL - Livingston,Lead Compounds,CAP/HAP,0.0219,Airport,15755 E 2000 North Rd,Other Airport Operations,5,17105,40.924444,-88.623944
530,Pontiac Center-dept of Corrections,5485511,Illinois,IL - Livingston,Lead Compounds,CAP/HAP,0.00007,"Institutional (school, hospital, prison, etc.)",700 W Lincoln St,Correctional Institutions,5,17105,40.869195,-88.63896
531,Eaton Corp,7790711,Illinois,IL - Logan,Lead Compounds,CAP/HAP,0.00001,Unspecified,1725 1200th Ave,Switchgear and Switchboard Apparatus Manufacturing,5,17107,40.167477,-89.370515
532,ICG Illinois LLC,8209211,Illinois,IL - Logan,Lead Compounds,CAP/HAP,0.0085,Mines/Quarries,781 600th St,Underground Coal Mining,5,17107,40.003621,-89.450161
533,Logan County Airport,4687811,Illinois,IL - Logan,Lead Compounds,CAP/HAP,0.01332,Airport,1351 Airport Rd,Other Airport Operations,5,17107,40.157934,-89.335719
